squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,category,priceClass
84254,41,1,1,95,25054,4,7,1990,1,1,3106,6500,992,0,10,Luxury,very_high
83615,21,1,1,76,85872,5,6,2011,0,1,3893,4165,740,0,4,Basic,very_high
92822,54,1,0,9,31180,3,10,1999,1,0,1193,6951,975,0,5,Basic,very_high
17847,99,1,0,93,4081,1,7,2011,1,0,2023,7689,929,1,0,Basic,very_low
33469,98,1,1,91,29874,7,7,2016,0,0,6871,4561,293,0,8,Basic,low
80909,44,0,0,37,28216,2,9,2019,1,1,1151,6421,627,1,5,Basic,very_high
64654,34,1,0,33,12031,5,5,1992,1,0,4245,6313,563,0,3,Basic,high
73097,52,1,0,53,31906,6,7,1991,1,1,5899,201,556,1,9,Basic,high
32115,84,1,0,41,17304,7,10,2000,1,0,1540,1794,694,1,6,Basic,low
53755,33,1,1,52,62591,2,1,2015,1,0,292,1859,580,0,10,Luxury,medium
6481,86,1,1,60,13724,10,10,2017,1,1,3579,325,517,1,9,Luxury,very_low
32361,44,1,0,57,58299,3,10,2018,0,0,7036,3216,685,0,3,Basic,low
16187,17,1,1,10,78230,9,2,2008,0,0,7265,2708,656,1,1,Basic,very_low
66281,98,0,1,46,5380,2,1,2000,1,1,9616,4601,682,1,10,Basic,high
54369,14,1,1,66,10660,4,4,2004,1,0,2331,9111,561,0,8,Luxury,medium
47957,13,1,1,47,65001,9,1,2017,0,0,6806,6563,259,0,5,Basic,medium
81330,81,0,0,12,79119,2,1,2006,1,1,208,8696,596,0,5,Basic,very_high
41502,81,0,0,63,42782,10,9,2016,1,1,6507,3928,307,1,7,Basic,medium
68992,99,1,0,39,23545,7,9,1995,1,0,2245,7012,682,1,8,Basic,high
77081,67,0,1,54,81670,10,5,1995,0,1,242,3294,419,1,1,Basic,high
10902,77,1,0,29,58057,3,5,1996,1,1,817,1834,582,0,8,Basic,very_low
67974,48,0,0,2,58221,1,7,2021,0,0,6054,166,788,0,4,Basic,high
36795,81,0,1,60,95604,10,10,1995,0,0,4579,5016,139,1,7,Basic,low
68985,67,1,1,79,93844,5,4,2017,0,1,5004,1124,755,0,3,Basic,high
73956,23,1,0,90,31225,3,5,2006,1,1,5045,3094,493,0,8,Basic,high
94370,55,1,1,21,83209,5,2,2013,0,0,7200,479,442,1,4,Basic,very_high
1754,87,1,0,70,61786,1,6,2013,1,1,5466,4262,355,1,2,Basic,very_low
99536,98,0,0,32,81518,6,4,1992,0,0,3710,4852,360,0,5,Basic,very_high
79652,93,0,1,64,80098,5,1,2008,0,1,4996,7204,261,0,3,Basic,high
39682,100,0,0,42,89345,10,5,1990,1,0,4152,6822,878,0,5,Basic,low
69440,90,0,1,76,59457,7,9,2004,0,0,3678,1227,520,0,2,Basic,high
11933,49,1,1,21,67684,9,3,2005,0,1,8801,7229,140,0,6,Basic,very_low
65280,11,0,1,28,23446,2,5,2019,0,0,4415,9342,358,0,5,Basic,high
5585,61,1,1,76,89016,3,10,2019,0,1,6421,3418,926,0,5,Basic,very_low
74857,19,0,1,55,32561,9,5,2011,1,0,5220,5054,326,1,5,Basic,high
43037,78,0,1,82,62592,7,10,2015,0,1,8444,2540,426,0,5,Basic,medium
16839,44,1,0,75,46594,6,5,1997,0,1,7765,4838,955,1,0,Basic,very_low
82557,76,1,1,85,75533,4,8,2013,0,1,2948,5016,697,0,3,Basic,very_high
1562,77,0,0,72,12936,2,8,2013,0,1,9322,7211,304,1,0,Basic,very_low
74651,81,0,1,85,85855,10,4,1998,1,0,2879,9676,964,1,0,Basic,high
64425,30,0,0,17,75269,8,6,2015,0,0,3992,9150,223,0,8,Basic,high
52078,17,0,1,1,53361,4,6,1993,1,1,619,8032,424,0,8,Basic,medium
93650,7,1,1,83,35653,4,3,2005,0,0,9158,372,780,1,7,Basic,very_high
46301,83,0,0,57,19297,8,7,1991,1,0,7625,9075,483,0,4,Basic,medium
51587,56,1,1,45,31381,2,4,2002,0,0,7621,4369,833,1,10,Basic,medium
21550,89,1,0,100,96416,5,7,2013,0,0,8350,4046,990,1,10,Basic,low
68876,40,1,0,25,66576,4,7,1990,1,0,7964,5567,634,1,2,Basic,high
85883,94,0,0,63,71589,5,4,1991,0,1,4613,9853,793,0,5,Basic,very_high
62314,23,1,1,27,46090,8,9,2019,0,0,4797,5715,169,0,7,Basic,high
69320,22,1,0,45,99277,6,6,2017,0,1,3636,6066,476,1,0,Basic,high
41381,16,0,1,42,18638,7,6,2016,0,0,7020,2180,289,0,4,Basic,medium
77724,78,0,0,79,83477,3,2,1995,0,0,8324,6918,982,1,10,Basic,high
66503,73,1,1,13,15190,5,2,1990,1,1,6051,5240,137,0,1,Luxury,high
40057,56,0,0,32,74405,10,9,2020,0,1,2609,9544,877,0,2,Basic,low
4229,78,0,1,37,44250,10,6,2001,0,0,5829,7861,200,0,2,Basic,very_low
17250,50,0,1,50,67364,7,3,2021,1,1,233,8648,917,0,10,Basic,very_low
50118,80,1,0,76,39767,3,1,1998,0,1,7483,8194,687,0,0,Basic,medium
69638,42,1,1,63,89878,1,2,1991,1,0,4703,7032,937,1,6,Luxury,high
85083,70,0,0,33,15966,6,10,1994,1,1,1697,6032,573,1,3,Basic,very_high
60680,49,0,0,80,9006,10,6,2012,1,1,8520,4697,855,1,4,Basic,high
72586,63,0,0,39,43842,5,9,2017,0,0,2929,8280,971,1,7,Basic,high
85661,8,1,0,22,7773,4,8,2013,1,0,679,9323,343,1,10,Basic,very_high
7772,66,1,0,70,73824,6,2,1999,0,0,7627,8529,825,1,3,Basic,very_low
70898,98,0,0,92,51635,6,1,1994,0,0,4848,784,942,1,3,Basic,high
77271,53,0,1,39,69769,3,9,2010,1,0,4050,6941,403,0,7,Basic,high
57915,25,0,1,84,87517,10,4,2007,1,1,3394,4287,640,0,5,Basic,medium
40077,85,1,0,90,51219,7,6,2011,1,1,2350,5903,935,0,5,Basic,medium
39109,24,1,0,67,74477,4,3,2002,1,0,1642,2925,139,0,9,Basic,low
94702,96,1,1,57,23632,4,5,1999,0,1,1510,3095,787,0,1,Basic,very_high
55209,80,1,0,96,91189,6,6,2006,1,1,1168,7971,691,1,5,Basic,medium
60899,79,1,1,64,89739,6,7,2004,0,0,3350,4101,735,1,1,Basic,high
76219,79,0,0,26,26323,3,10,2002,0,0,873,3234,209,1,0,Basic,high
60826,54,1,0,30,82621,3,2,2016,0,0,8428,5008,296,0,0,Basic,high
41926,87,0,1,87,97060,7,2,2019,0,0,2939,296,418,0,3,Basic,medium
50294,30,0,1,64,23861,8,2,2006,1,0,7052,6277,959,0,10,Basic,medium
95065,1,1,1,49,85915,10,8,2009,1,1,4949,406,421,0,9,Luxury,very_high
85421,62,0,0,23,93585,9,3,2006,1,0,1226,9662,206,1,5,Basic,very_high
58836,74,1,1,2,36053,9,7,2017,0,0,8529,457,906,0,3,Basic,medium
96395,51,0,1,70,69572,1,4,2016,0,1,7673,136,594,1,3,Basic,very_high
50114,15,1,1,14,44365,2,9,2001,1,1,1870,7534,386,1,9,Luxury,medium
26659,49,0,0,15,73961,9,9,2021,0,1,2049,6036,155,1,6,Basic,low
12641,28,1,0,63,79661,4,9,1992,0,0,2049,9115,528,1,1,Basic,very_low
21536,48,1,1,67,63470,7,10,2016,0,0,3622,3477,530,0,5,Basic,low
31246,13,0,0,77,48352,4,6,1998,0,0,274,5932,234,1,1,Basic,low
24743,50,1,1,88,98241,5,1,1996,1,0,8360,6076,664,1,0,Luxury,low
53396,77,1,0,42,66177,8,3,1990,1,1,4830,3740,199,1,7,Basic,medium
98683,82,0,1,48,73191,7,4,1992,1,1,4670,8439,638,1,1,Basic,very_high
856,2,1,1,38,91175,8,9,2000,0,0,1600,3603,374,1,0,Basic,very_low
32951,20,1,0,53,75542,5,1,1992,0,1,1204,8965,752,0,0,Basic,low
17874,67,1,0,44,99019,3,5,2018,0,0,6113,6928,536,1,3,Basic,very_low
51461,45,1,1,28,7520,1,4,2017,1,0,1861,1316,198,1,10,Luxury,medium
65476,3,0,1,62,997,2,5,1990,1,1,1740,8397,537,0,6,Basic,high
80656,29,1,1,26,27113,1,8,2012,0,1,5837,1814,127,0,4,Basic,very_high
5892,32,1,1,83,91182,7,6,2015,0,0,8233,6127,536,1,8,Basic,very_low
89880,93,1,1,57,30015,7,10,1992,0,1,1266,4737,880,1,4,Basic,very_high
54888,66,0,1,33,68397,1,8,2017,1,0,182,1071,853,0,2,Basic,medium
65904,84,0,1,47,32271,3,1,2002,0,0,1605,3922,155,1,0,Basic,high
29758,34,1,0,63,89490,6,1,2021,1,1,5853,9022,514,1,10,Basic,low
78960,55,0,1,76,23408,8,4,2015,1,1,7126,5012,974,1,0,Basic,high
92256,32,0,1,35,73315,10,1,2014,0,1,8875,570,582,0,1,Basic,very_high
50092,70,0,0,67,29402,4,5,2018,0,1,6506,9383,396,1,8,Basic,medium
92846,12,0,1,45,65980,2,2,2005,1,1,3227,8596,135,1,1,Basic,very_high
79422,52,1,1,4,29335,9,3,1995,0,0,2686,4901,305,0,0,Basic,high
70179,50,0,1,96,77787,9,4,2021,1,0,187,9880,981,1,2,Basic,high
74172,55,1,0,67,76056,9,2,2004,0,1,1247,6709,461,1,8,Basic,high
25942,86,1,1,30,7199,1,2,2021,0,0,1136,105,145,0,5,Basic,low
68772,98,0,1,98,45826,9,5,2018,1,1,1631,982,821,0,9,Basic,high
3864,11,1,1,80,21772,6,7,1995,0,0,2453,8700,358,1,8,Basic,very_low
41381,16,0,1,42,18638,7,6,2016,0,0,7020,2180,289,0,4,Basic,medium
34640,76,0,0,22,66936,9,7,2020,1,0,5870,9708,177,1,3,Basic,low
74938,28,0,0,31,57629,3,10,2020,0,1,23,7515,670,0,6,Basic,high
80459,43,1,0,25,95838,9,7,1991,0,0,496,2388,983,1,4,Basic,very_high
46367,47,1,0,84,34945,10,8,2017,1,1,4360,4624,144,0,7,Basic,medium
49171,2,1,1,78,900,8,5,2004,0,0,5815,8787,515,0,2,Basic,medium
39032,21,0,1,28,72731,10,2,2018,0,1,7764,7403,262,0,4,Basic,low
87596,67,0,1,94,51487,7,2,2006,0,1,4344,1645,828,1,1,Basic,very_high
20365,93,0,0,62,28170,5,1,2011,1,0,8154,7439,534,0,0,Basic,low
49415,61,0,0,43,29898,5,2,1999,0,0,9354,294,891,0,4,Basic,medium
28760,63,1,0,3,88425,7,5,2013,0,1,8705,7836,681,1,7,Basic,low
99338,73,0,1,88,16935,6,1,2007,1,1,7399,2750,867,1,3,Basic,very_high
65068,30,0,0,2,73196,1,10,1991,1,1,345,7298,895,1,8,Basic,high
66389,6,1,0,46,22064,7,8,2003,1,0,3359,2188,114,1,9,Basic,high
28452,79,1,0,40,79918,4,10,2006,1,1,388,1889,566,1,2,Basic,low
38336,57,1,1,38,39402,1,5,1996,1,1,855,4994,863,1,4,Luxury,low
77690,87,1,0,60,22956,1,3,2013,1,0,6027,151,110,0,9,Basic,high
51721,54,0,1,43,87436,5,4,2002,0,0,1583,7074,883,0,7,Basic,medium
97110,72,0,0,77,68457,1,1,1993,0,0,1464,4241,428,0,8,Basic,very_high
41494,32,0,1,34,94675,8,4,2017,1,1,568,8833,563,0,4,Basic,medium
92292,55,1,1,61,72915,6,3,1992,0,0,3475,9873,174,1,3,Basic,very_high
83388,97,0,0,72,45858,1,4,2016,0,1,1288,9902,533,0,0,Basic,very_high
62388,33,1,0,21,88498,6,8,2002,0,1,2298,7307,601,0,4,Basic,high
10572,39,1,0,14,80876,3,5,2010,0,1,6109,5775,990,0,7,Basic,very_low
35110,28,1,1,84,7687,6,8,1995,1,1,9928,699,439,0,0,Luxury,low
21479,66,1,1,75,92948,3,5,1998,1,1,1373,8613,409,0,0,Luxury,low
74465,22,1,1,85,46001,1,4,1992,0,0,6696,8811,586,0,1,Basic,high
24021,4,1,0,4,8686,2,7,1997,1,0,804,6439,354,1,9,Basic,low
58314,75,0,1,13,32662,6,6,2003,0,1,1428,3553,916,0,10,Basic,medium
79652,93,0,1,64,80098,5,1,2008,0,1,4996,7204,261,0,3,Basic,high
89715,46,1,0,19,14625,10,4,2021,0,1,9802,4844,984,0,9,Basic,very_high
25105,8,0,1,33,97960,3,7,2006,0,0,9587,471,238,0,3,Basic,low
53527,88,0,0,71,69413,3,7,1995,0,0,3816,6445,559,0,0,Basic,medium
3633,11,1,1,32,68732,3,1,1992,0,0,5900,3735,375,0,5,Basic,very_low
51966,86,1,1,27,70351,1,10,1994,1,0,132,6999,946,1,2,Luxury,medium
74893,14,0,0,37,67654,2,6,2015,1,1,4325,5764,195,0,7,Basic,high
74291,88,0,0,38,12525,8,8,2004,0,1,217,8043,379,0,1,Basic,high
82978,41,0,0,62,81785,3,1,1997,1,0,6974,1471,578,0,3,Basic,very_high
18231,10,0,1,74,83758,2,3,1993,1,0,3157,6889,471,1,9,Basic,very_low
72065,52,0,1,34,13673,1,2,2015,0,1,9962,9330,339,1,2,Basic,high
13027,58,0,1,2,39083,1,7,2011,0,1,8344,8116,341,0,10,Basic,very_low
77567,64,0,0,99,99220,3,3,2016,1,0,7897,3956,310,0,8,Basic,high
18545,10,1,0,85,82629,4,2,2004,1,1,5716,1066,579,1,8,Basic,very_low
68647,50,0,0,31,12041,10,2,2010,0,0,8784,6571,730,0,6,Basic,high
18160,10,1,1,49,73819,9,2,2019,0,0,1495,318,605,0,0,Basic,very_low
15850,99,0,1,96,87877,1,3,2010,0,0,5326,8976,501,0,1,Basic,very_low
37473,44,1,0,63,15706,8,4,2015,0,1,2001,9067,854,0,8,Basic,low
40760,79,0,0,69,92213,5,5,2001,0,0,5172,8537,281,1,3,Basic,medium
80225,100,0,0,67,79891,10,6,2002,1,1,656,971,932,1,6,Basic,very_high
88955,73,1,0,3,4958,9,5,1992,0,0,5602,5299,141,1,0,Basic,very_high
41212,31,0,0,98,83668,3,5,2013,1,0,9750,7409,423,0,0,Basic,medium
92058,66,0,1,44,43745,5,6,1997,1,1,9933,5348,839,1,0,Basic,very_high
28284,1,1,1,1,62123,2,9,2003,1,0,8469,2831,798,1,2,Luxury,low
91123,89,0,0,47,80260,2,5,2008,1,0,6089,7988,622,0,9,Basic,very_high
49186,23,0,0,4,99760,3,4,1991,1,1,6893,8896,545,1,10,Basic,medium
81425,17,1,0,99,79100,4,7,1992,1,1,9406,1683,114,0,8,Basic,very_high
99913,52,1,0,83,94376,4,1,2014,1,1,6217,6113,493,0,6,Basic,very_high
17704,83,0,1,33,13030,8,3,2007,0,1,4503,5329,184,1,1,Basic,very_low
74769,99,1,1,30,83749,7,9,2011,0,1,3835,8806,288,0,7,Basic,high
24415,18,1,1,79,79354,6,6,2002,0,1,7712,8172,153,0,3,Basic,low
42395,22,0,1,98,99312,7,5,2018,1,1,3797,1231,644,1,5,Basic,medium
61049,96,0,1,51,67835,6,1,1996,1,0,6308,3761,829,0,1,Basic,high
72078,95,1,0,59,13362,3,10,2006,1,1,4632,270,880,0,9,Basic,high
3824,45,1,1,9,11597,5,6,2019,0,1,3191,6677,305,0,0,Basic,very_low
1668,74,0,0,20,21278,8,2,1994,0,0,8337,6615,944,1,10,Basic,very_low
52552,83,0,1,55,48564,8,7,2006,0,1,113,3276,326,1,2,Basic,medium
59392,21,0,0,89,4962,10,10,1994,1,1,2673,756,452,1,2,Basic,medium
70896,81,0,0,96,99194,6,6,1990,1,0,497,2114,869,0,3,Basic,high
5208,61,0,1,69,65029,10,7,2003,0,0,4575,4964,920,1,1,Basic,very_low
63237,8,1,0,49,23635,3,9,2009,1,1,6344,7812,197,0,5,Basic,high
47995,56,0,0,13,6854,1,2,1991,1,1,411,6867,163,0,7,Basic,medium
62302,41,0,1,91,47651,8,2,2010,1,0,2825,9157,198,0,4,Basic,high
52689,92,1,0,43,93189,7,10,2003,1,1,6782,6414,342,0,10,Basic,medium
75350,6,0,1,64,33478,7,5,2021,0,1,2329,2609,382,1,3,Basic,high
60399,88,0,1,48,8539,5,2,2006,1,0,9562,4787,880,1,7,Basic,high
75762,87,0,0,10,72679,4,4,2014,0,1,9116,8746,119,1,8,Basic,high
47373,80,0,1,60,91272,5,1,1997,0,0,3801,7674,223,0,8,Basic,medium
58239,88,1,0,77,26294,4,5,1999,1,0,3568,8465,155,0,10,Basic,medium
90562,47,1,1,7,84443,9,1,2002,1,0,2562,8224,580,0,4,Luxury,very_high
82123,44,1,0,84,18174,2,5,2020,0,0,8400,7843,816,1,1,Basic,very_high
31484,95,1,0,73,29502,5,10,2010,0,0,517,1825,861,0,0,Basic,low
1981,39,0,0,6,40633,2,7,2008,1,0,722,4156,484,0,1,Basic,very_low
86474,98,0,0,33,50147,1,6,2004,0,0,1928,4232,220,0,7,Basic,very_high
57990,26,1,1,11,8626,4,7,2012,0,0,2835,8002,333,0,0,Basic,medium
87057,72,1,1,95,88122,5,9,2016,1,0,7005,6635,630,0,1,Luxury,very_high
92594,8,0,1,27,30190,5,2,2016,0,1,5612,9224,124,1,1,Basic,very_high
33545,55,0,1,79,8288,1,2,2006,1,0,3480,4046,946,1,6,Basic,low
68535,72,0,1,34,8380,4,7,1991,0,0,9945,610,494,1,7,Basic,high
80294,65,0,1,67,67050,8,6,2010,0,0,8307,6558,413,1,3,Basic,very_high
55320,47,1,1,77,19898,3,9,1998,0,0,6927,2279,433,1,0,Basic,medium
67391,31,1,1,23,51903,4,10,1996,1,0,5136,5840,359,0,6,Luxury,high
18149,46,1,1,92,95781,4,4,2002,1,0,2467,6671,470,1,8,Luxury,very_low
82102,34,1,0,13,7782,2,9,2006,0,0,6721,2664,413,0,10,Basic,very_high
7812,68,0,1,93,30594,4,6,2012,0,1,3559,2197,722,1,0,Basic,very_low
27533,63,1,0,87,78291,4,2,2009,1,0,6605,9925,293,1,7,Basic,low
83742,74,1,1,25,87689,3,5,2000,0,0,773,6149,909,1,5,Basic,very_high
93202,11,1,0,8,75183,2,4,2009,0,0,6420,574,909,0,0,Basic,very_high
8894,77,1,1,53,89584,9,8,2005,0,1,7434,6089,854,0,10,Basic,very_low
39477,84,0,0,22,1906,8,7,1993,1,0,2103,9193,859,0,5,Basic,low
38691,59,1,1,54,4759,3,6,2019,0,1,4480,8502,342,1,6,Basic,low
63886,46,1,0,1,23324,7,8,1992,1,1,3896,2640,771,0,2,Basic,high
54925,27,1,0,81,38186,10,1,1996,0,0,3632,8941,377,1,7,Basic,medium
89715,46,1,0,19,14625,10,4,2021,0,1,9802,4844,984,0,9,Basic,very_high
22849,54,0,0,17,92136,2,7,2014,0,1,4439,5229,174,1,8,Basic,low
816,7,0,1,48,68021,10,3,2003,0,0,3587,8088,726,0,0,Basic,very_low
11987,48,1,0,53,34594,9,4,2018,1,0,7342,5115,150,1,1,Basic,very_low
29576,73,0,1,17,96784,10,8,2021,0,1,1047,6768,740,1,10,Basic,low
32939,18,0,1,70,47421,7,1,2013,0,0,5777,1486,774,1,10,Basic,low
52894,100,1,0,2,85918,4,10,2003,0,1,5114,9758,772,1,3,Basic,medium
77324,66,0,1,96,49817,8,1,2000,1,1,2278,126,726,1,0,Basic,high
57530,72,0,1,2,58310,9,6,2001,1,0,3187,5589,399,0,5,Basic,medium
90338,17,1,0,52,68673,8,8,2005,1,0,4831,5985,641,1,5,Basic,very_high
18250,16,0,0,82,7383,7,10,2011,1,0,7751,6127,565,1,2,Basic,very_low
87543,85,0,1,10,85635,9,6,2017,0,0,4940,1464,623,1,8,Basic,very_high
85512,64,1,1,73,57918,4,10,1994,1,0,4707,8481,302,0,9,Luxury,very_high
11512,93,0,0,59,86123,7,6,2012,0,1,8834,3460,279,0,7,Basic,very_low
35788,33,1,1,37,93085,3,3,2018,0,0,6969,6603,600,1,6,Basic,low
8305,86,0,0,83,36778,9,9,2001,0,1,1648,3165,766,0,4,Basic,very_low
18726,53,1,0,69,90586,2,1,2019,0,1,7773,6219,223,1,9,Basic,very_low
54563,2,0,0,95,53773,1,4,2002,1,0,1697,6041,150,0,3,Basic,medium
82779,2,1,1,73,63541,7,4,2017,0,1,2306,6234,615,1,10,Basic,very_high
58597,99,1,1,4,17260,10,7,2021,1,0,2792,7243,146,1,0,Luxury,medium
14856,3,0,1,57,51473,6,1,2018,0,0,3592,3199,819,0,5,Basic,very_low
64932,38,0,0,42,35842,1,9,2016,1,1,4507,9312,889,0,4,Basic,high
28988,14,1,0,38,56444,2,6,2014,0,0,9968,6430,977,1,5,Basic,low
21006,46,0,0,6,35375,6,8,2014,1,0,7626,7889,604,0,2,Basic,low
82928,1,1,0,70,53056,3,10,2007,1,1,489,4502,427,1,8,Basic,very_high
87678,22,1,0,91,46693,7,4,2000,0,0,3830,744,818,1,5,Basic,very_high
12492,46,1,1,58,26974,2,1,1997,1,0,7229,4684,106,1,3,Luxury,very_low
36636,24,0,1,9,67715,2,4,2006,1,1,182,2752,324,1,7,Basic,low
45939,54,0,0,5,2164,2,6,1994,1,1,7483,4789,354,0,4,Basic,medium
13688,9,0,0,19,30657,3,4,1991,0,0,6489,8277,117,0,10,Basic,very_low
84748,29,1,0,96,57674,8,9,2013,1,1,1978,9476,179,0,7,Basic,very_high
26009,18,1,1,9,78438,2,6,1997,1,0,5716,7143,801,1,4,Luxury,low
25532,94,0,0,25,9864,5,1,2006,1,1,6959,4906,235,1,3,Basic,low
30239,27,1,1,5,98719,7,2,2016,1,1,9134,6671,102,1,0,Luxury,low
24415,18,1,1,79,79354,6,6,2002,0,1,7712,8172,153,0,3,Basic,low
93571,56,1,1,59,8101,6,5,1998,0,1,5789,779,661,0,6,Basic,very_high
98969,26,1,0,69,36941,10,8,2003,0,0,3744,5809,992,1,5,Basic,very_high
87821,14,1,0,59,81694,8,7,2004,0,1,3079,4575,776,1,1,Basic,very_high
63242,45,0,1,18,63066,4,10,2017,0,1,6932,5206,340,1,1,Basic,high
460,62,0,0,14,46538,8,5,2016,1,1,3594,706,346,1,4,Basic,very_low
70891,29,1,0,89,58238,8,5,2002,0,1,2273,1769,691,0,6,Basic,high
80459,43,1,0,25,95838,9,7,1991,0,0,496,2388,983,1,4,Basic,very_high
16727,83,0,1,60,32007,7,9,2003,1,1,4190,7310,538,1,5,Basic,very_low
4105,97,0,1,55,37462,6,8,2014,0,1,2978,6507,829,0,0,Basic,very_low
60513,48,0,1,66,94459,6,7,2004,1,0,8616,6524,479,1,3,Basic,high
33055,10,0,1,12,63073,7,3,1990,1,0,1856,2969,713,0,4,Basic,low
11104,69,1,1,19,6145,6,2,1996,0,0,6106,7898,471,0,3,Basic,very_low
55691,54,0,0,46,54845,4,8,2000,0,0,5173,7652,449,0,0,Basic,medium
85671,33,1,1,5,26126,2,3,2018,0,0,4821,4508,1000,0,5,Basic,very_high
63875,53,1,1,14,54408,7,3,1999,1,0,4139,7178,152,0,6,Luxury,high
81468,19,0,1,39,101,2,5,2009,1,1,7553,1958,184,1,0,Basic,very_high
12983,7,1,1,19,71169,9,2,2017,1,0,7650,956,114,0,9,Luxury,very_low
42791,21,0,0,38,85417,7,5,2008,0,0,4072,1860,492,1,5,Basic,medium
63297,55,1,0,34,92227,4,3,2011,1,0,5359,1233,828,0,0,Basic,high
77604,10,0,0,80,62100,9,10,2003,0,1,762,636,626,0,4,Basic,high
3587,84,1,1,51,54126,8,3,1991,1,1,6271,202,392,0,3,Luxury,very_low
87763,36,0,0,11,64490,2,3,2014,0,0,7043,300,536,1,8,Basic,very_high
75887,30,0,1,51,38884,3,2,2003,1,1,4181,200,978,1,5,Basic,high
16998,1,1,1,90,52302,3,4,2013,0,1,8630,7821,569,0,0,Basic,very_low
45441,29,1,0,66,21239,3,5,2004,0,1,8121,2996,853,0,6,Basic,medium
82019,5,1,0,81,14371,9,2,2012,1,1,2986,4469,298,0,10,Basic,very_high
49779,77,1,1,31,50053,10,5,2006,1,1,1112,2027,883,0,6,Luxury,medium
85059,90,0,1,71,89574,6,6,2018,1,0,5470,4479,762,0,5,Basic,very_high
50989,97,0,1,61,45538,8,7,2012,0,0,9441,8189,326,1,5,Basic,medium
87864,47,1,0,97,36107,8,5,2016,1,1,8207,9949,296,1,9,Basic,very_high
65914,5,1,1,11,44907,10,8,2019,0,1,3729,9990,938,0,6,Basic,high
48107,95,1,0,31,2763,7,3,2000,1,0,1223,5447,883,1,5,Basic,medium
6796,66,0,1,21,94931,4,8,2003,0,0,2700,8971,808,1,4,Basic,very_low
22334,5,0,1,49,96183,7,9,2017,1,1,948,9949,113,0,5,Basic,low
52421,79,0,1,82,10806,9,5,1994,0,1,2290,5274,369,0,9,Basic,medium
81591,24,0,0,22,32640,9,9,1996,0,1,2289,994,847,1,7,Basic,very_high
42847,91,0,1,27,51644,1,10,2008,0,1,4344,1953,588,1,6,Basic,medium
29001,49,1,1,72,14536,7,10,1994,0,0,1526,8164,202,0,5,Basic,low
94556,53,1,1,17,60195,2,7,2010,1,0,7571,3766,782,1,0,Luxury,very_high
54936,64,0,0,94,96041,1,8,2002,0,1,4655,7635,352,0,3,Basic,medium
88190,11,1,1,7,34854,6,1,2000,0,0,2566,3454,817,0,6,Basic,very_high
39818,4,1,0,94,98076,6,5,2009,0,0,6521,7389,148,1,2,Basic,low
80068,50,1,0,62,67281,8,10,2008,0,1,2497,8407,936,0,9,Basic,very_high
73080,96,1,0,28,17491,3,2,1990,0,1,2800,3779,687,1,2,Basic,high
16951,20,0,0,60,17641,10,10,2001,1,0,6356,3306,622,1,5,Basic,very_low
26861,69,0,0,19,4795,2,9,2013,0,1,7106,7748,989,1,2,Basic,low
7184,30,1,0,11,96158,1,1,2008,0,0,3658,4164,387,0,7,Basic,very_low
95828,54,1,0,62,76615,6,10,1994,1,1,1745,5190,269,1,4,Basic,very_high
4385,55,1,1,56,98233,4,4,2006,0,0,8249,6409,357,0,5,Basic,very_low
4769,15,1,1,90,44789,2,10,2004,0,0,6732,2093,307,1,9,Basic,very_low
52532,40,0,1,13,81736,6,6,2005,1,1,7799,6847,202,1,6,Basic,medium
95795,48,0,0,69,17479,8,7,2012,1,0,2275,5958,770,1,7,Basic,very_high
47807,31,1,0,67,26833,8,5,1992,1,1,9232,2299,269,0,5,Basic,medium
6492,76,0,0,88,81044,10,3,2018,1,0,2655,6299,372,0,9,Basic,very_low
38718,26,0,1,20,49696,4,9,2019,0,0,9627,9186,135,0,9,Basic,low
81112,91,0,1,20,23925,5,2,1995,1,1,5331,2507,668,1,6,Basic,very_high
71999,79,0,0,46,19355,2,5,1997,1,0,5515,4050,460,0,6,Basic,high
28309,57,0,1,36,77489,9,2,2009,0,1,3323,265,501,1,7,Basic,low
59649,55,0,1,9,33089,3,4,2000,1,0,1066,8312,507,0,4,Basic,medium
19189,63,1,0,50,77201,2,8,2014,1,0,1317,75,792,1,5,Basic,very_low
90505,36,0,1,4,39642,3,5,2001,1,1,3245,2202,759,1,3,Basic,very_high
38515,51,1,1,94,76242,6,1,2003,1,0,5275,4395,596,1,7,Luxury,low
98501,66,1,0,51,10725,4,5,2002,1,1,2911,6782,520,1,4,Basic,very_high
76420,38,1,0,63,32005,5,8,2006,0,1,3164,6820,170,1,5,Basic,high
24972,4,1,1,80,61431,10,5,2007,0,0,6402,8920,979,1,1,Basic,low
2473,57,0,1,62,93096,7,9,1999,1,0,7789,6915,236,0,3,Basic,very_low
60756,62,0,0,50,56232,10,4,1996,1,1,7984,7583,725,1,8,Basic,high
65543,81,1,1,90,50619,9,3,2008,0,0,9519,8575,396,1,3,Basic,high
82728,40,0,0,99,96810,10,5,1991,0,1,3520,796,413,0,10,Basic,very_high
10035,15,1,0,6,25665,4,5,2005,1,0,440,8905,961,0,6,Basic,very_low
58287,71,0,0,98,61787,4,4,1996,0,0,3654,98,247,0,4,Basic,medium
